ROUTE_NAME,ROUTE,DAY,DIR,STOP,STOPNAME,DAY_ON,DAY_OFF,DAY_TOT,CMLTV_LOAD,LAT,LONG
1,1,Weekday,Northbound,1,SAN LEANDRO BART,818.679293136051,1.92311236116202,820.602405497213,826.772299378772,37.7216350993,-122.16016126356
1,1,Weekday,Northbound,2,DOWNTOWN SAN LEANDRO NB,439.66096947641,44.8227455809021,484.483715057312,1234.72668643995,37.7254206670723,-122.157564154912
1,1,Weekday,Northbound,3,SAN LEANDRO CIVIC CENTER NB,65.2924578367197,21.6008493672604,86.89330720398,1299.17130903321,37.7281392321571,-122.15834888591
1,1,Weekday,Northbound,4,GEORGIA WAY NB,63.0525817531357,40.1541352876704,103.206717040806,1325.59688180026,37.7315208009815,-122.160883135186
1,1,Weekday,Northbound,5,DURANT AVENUE,146.270771701974,99.9249648404551,246.195736542429,1371.53913280287,37.7357459920346,-122.164062238256
1,1,Weekday,Northbound,6,103RD AVENUE,239.183368051707,150.548636964404,389.732005016112,1461.94421394657,37.7407719680053,-122.167801418342
1,1,Weekday,Northbound,7,98TH AVENUE,203.382155487978,103.424840827358,306.806996315336,1562.90902255726,37.7434944608216,-122.169853993962
1,1,Weekday,Northbound,8,95TH AVENUE,270.767081930002,120.431658757075,391.198740687077,1717.43692236633,37.7461181404139,-122.171782870648
1,1,Weekday,Northbound,9,90TH AVENUE,229.580440802225,130.335280390429,359.915721192654,1817.55689837382,37.7494363112863,-122.174247488108
1,1,Weekday,Northbound,10,86TH AVENUE,193.729847527397,130.785823157736,324.515670685133,1882.37736295073,37.7523988137659,-122.176441808332
1,1,Weekday,Northbound,11,82ND AVENUE,281.536640983584,148.06320178724,429.599842770824,2020.30717986072,37.7557973549789,-122.179859370258
1,1,Weekday,Northbound,12,77TH AVENUE,221.064280381149,141.629384596966,362.693664978115,2099.67369927025,37.7581404771528,-122.184780401777
1,1,Weekday,Northbound,13,73RD AVENUE,328.714700898589,187.757823136472,516.472524035061,2234.45878414975,37.7599291838095,-122.188555243646
1,1,Weekday,Northbound,14,67TH AVENUE,170.718618176155,98.4781226243297,269.196740800485,2311.21372072432,37.7614059941209,-122.191642732923
1,1,Weekday,Northbound,15,63RD AVENUE,231.496406871036,148.959543199572,380.455950070607,2364.61577202284,37.7634863489013,-122.196255403246
1,1,Weekday,Northbound,16,SEMINARY,279.921631686386,149.423002924725,429.344634611111,2459.39307820861,37.7655418961862,-122.200753045723
1,1,Weekday,Northbound,17,54TH AVENUE,163.055013853372,95.5492326290785,258.604246482451,2578.79228948558,37.7681058323321,-122.205884675099
1,1,Weekday,Northbound,18,48TH AVENUE,196.746200623409,123.750400806409,320.496601429819,2654.24308192685,37.7696568927706,-122.209181563885
1,1,Weekday,Northbound,19,HIGH STREET,302.292509189365,333.884749373422,636.177258562787,2605.06589032154,37.7716484583935,-122.213446318796
1,1,Weekday,Northbound,20,39TH AVENUE,189.701046481956,197.493676607379,387.194723089334,2595.87863363519,37.7744950211648,-122.219466294077
1,1,Weekday,Northbound,21,FRUITVALE,449.614191957988,862.045896576024,1311.66008853401,2197.48862863242,37.776517551139,-122.223654027443
1,1,Weekday,Northbound,22,31ST AVENUE,172.662095592788,149.010917911148,321.673013503936,2228.62003103426,37.7781381715863,-122.227043227893
1,1,Weekday,Northbound,23,28TH AVENUE,156.732946281884,168.644249781927,325.37719606381,2217.7234052421,37.7800560485392,-122.230412700509
1,1,Weekday,Northbound,24,24TH AVENUE,228.361654845927,318.655195056234,547.016849902161,2130.04247452029,37.7826281214019,-122.23469327931
1,1,Weekday,Northbound,25,20TH AVENUE,134.177558498585,184.294078895554,318.471637394139,2082.69402667234,37.7857087330545,-122.239807014699
1,1,Weekday,Northbound,26,14TH AVENUE NB,125.903657600868,170.251820732785,296.155478333653,2043.86311543231,37.7892761219155,-122.245843489813
1,1,Weekday,Northbound,27,10TH AVENUE NB,161.677425655526,199.879985931475,361.557411587,2016.05353123624,37.791929386621,-122.24955809285
1,1,Weekday,Northbound,28,5TH AVENUE NB,139.076250801251,165.397477809897,304.473728611148,1992.53801592018,37.7959418701722,-122.254135620351
1,1,Weekday,Northbound,29,2ND AVENUE NB,126.075694171297,189.461926839903,315.5376210112,1948.97019178707,37.7978237301565,-122.25618721553
1,1,Weekday,Northbound,30,MADISON NB,61.31503504,230.109645882236,291.424680922236,1772.01192068048,37.8000485746296,-122.264758724123
1,1,Weekday,Northbound,31,HARRISON NB,24.6908901535867,268.342830514853,293.03372066844,1532.89116171991,37.8018928718273,-122.269460953118
1,1,Weekday,Northbound,32,CITY CENTER NB,41.3914082496584,652.057499023806,693.448907273464,937.0419423,37.8027611872289,-122.271584550105
1,1,Weekday,Northbound,33,14TH STREET NB,138.756426663685,497.324358594594,636.080785258279,590.793663843863,37.8045774477532,-122.271327196995
1,1,Weekday,Northbound,34,UPTOWN OAKLAND NB,1.99752210550759,430.990614281372,432.98813638688,90.5450709636232,37.8074123234705,-122.269467455381
1,1,Weekday,Southbound,1,UPTOWN OAKLAND SB,596.635733816992,4.35267001017627,600.988403827169,602.8159615,37.8081106592018,-122.269031463988
1,1,Weekday,Southbound,2,14TH STREET SB,441.322571857649,40.8986875706372,482.221259428286,1009.81337615409,37.8039901676564,-122.271524702848
1,1,Weekday,Southbound,3,CITY CENTER SB,558.877334412295,55.0618700566284,613.939204468924,1519.036498,37.801881211796,-122.271890494554
1,1,Weekday,Southbound,4,HARRISON SB,228.119790602574,36.4351382278055,264.554928830379,1713.26394988473,37.8003889651239,-122.26793739615
1,1,Weekday,Southbound,5,MADISON SB,161.453772239033,46.5711429129866,208.024915152019,1829.61735722867,37.7994482859578,-122.265555737343
1,1,Weekday,Southbound,6,2ND AVENUE SB,219.928209571427,165.501081504404,385.429291075831,1892.16463371614,37.7968560533943,-122.257042930499
1,1,Weekday,Southbound,7,5TH AVENUE SB,180.754935650904,144.630878557696,325.3858142086,1926.76746154049,37.7935670287157,-122.253233758716
1,1,Weekday,Southbound,8,10TH AVENUE SB,118.286159512571,108.933244506316,227.219404018888,1935.11819656631,37.7903241921968,-122.249480912045
1,1,Weekday,Southbound,9,14TH AVENUE SB,137.970007701256,98.7382088094995,236.708216510755,1975.63220084255,37.7887378690455,-122.246338058988
1,1,Weekday,Southbound,10,20TH AVENUE,206.825531256443,115.156779154056,321.982310410498,2072.80272805542,37.7855268864846,-122.23957622564
1,1,Weekday,Southbound,11,24TH AVENUE,332.471948985132,208.992888918534,541.464837903666,2195.8575413888,37.7824585241521,-122.23447303661
1,1,Weekday,Southbound,12,28TH AVENUE,191.488975723995,144.720397786136,336.20937351013,2238.51403853911,37.7798728641009,-122.230170442934
1,1,Weekday,Southbound,13,31ST AVENUE,171.180215413716,147.310978773773,318.491194187489,2262.92089667673,37.7780200412305,-122.226858318053
1,1,Weekday,Southbound,14,FRUITVALE,804.738930462951,470.463749323621,1275.20267978657,2595.16854949124,37.7763701412367,-122.223421138456
1,1,Weekday,Southbound,15,39TH AVENUE,237.320498519001,192.783426420882,430.103924939883,2640.35890768254,37.774377284039,-122.219275632812
1,1,Weekday,Southbound,16,HIGH STREET,339.44642780785,344.042797941419,683.489225749268,2633.25170106814,37.7714945366546,-122.213168387296
1,1,Weekday,Southbound,17,48TH AVENUE,145.414001679508,211.486343101229,356.900344780737,2576.2315022749,37.7695286187844,-122.209013766157
1,1,Weekday,Southbound,18,54TH AVENUE,101.091566114501,161.461540346255,262.553106460757,2512.38464992429,37.7679758154211,-122.205696677313
1,1,Weekday,Southbound,19,SEMINARY,152.489789139657,284.320118340619,436.809907480276,2336.0696755957,37.765417033224,-122.200574699632
1,1,Weekday,Southbound,20,63RD AVENUE,163.539378426876,230.738686405551,394.278064832426,2299.77004220749,37.7633681518134,-122.196077407274
1,1,Weekday,Southbound,21,67TH AVENUE,117.833952584395,177.667181529015,295.50113411341,2261.43582213561,37.7612754422488,-122.191471389365
1,1,Weekday,Southbound,22,73RD AVENUE,196.251608831494,316.441175794663,512.692784626158,2143.63296920204,37.7597771415496,-122.188341935409
1,1,Weekday,Southbound,23,77TH AVENUE,149.092951288884,223.58770776836,372.680659057244,2072.19575185201,37.758012840245,-122.184622696835
1,1,Weekday,Southbound,24,82ND AVENUE,157.870072979222,290.563006661489,448.433079640711,1942.21213408577,37.7556768271482,-122.179712046314
1,1,Weekday,Southbound,25,86TH AVENUE,124.993833146199,210.93010828893,335.923941435129,1857.32244977467,37.7522335527062,-122.176381073674
1,1,Weekday,Southbound,26,90TH AVENUE,140.202683013581,230.232180542605,370.434863556186,1771.09767684484,37.7492788573301,-122.174191786062
1,1,Weekday,Southbound,27,95TH AVENUE,118.572455650919,271.777603098996,390.350058749916,1615.81671734409,37.7459565178681,-122.171726267497
1,1,Weekday,Southbound,28,98TH AVENUE,117.485569158804,196.722970113959,314.208539272763,1538.59663639644,37.7433321360829,-122.169792755427
1,1,Weekday,Southbound,29,103RD AVENUE,136.864172197763,238.384951451073,375.249123648836,1438.99989119672,37.7406108432524,-122.167744362795
1,1,Weekday,Southbound,30,DURANT AVENUE,90.3463163119093,147.090438324187,237.436754636096,1388.40954424081,37.7356005056914,-122.164001385652
1,1,Weekday,Southbound,31,GEORGIA WAY SB,32.4489292608519,53.997316738571,86.4462459994229,1370.86917056141,37.7320328558251,-122.161460597504
1,1,Weekday,Southbound,32,SAN LEANDRO CIVIC CENTER SB,24.1816080283457,52.3790999694635,76.5607079978091,1336.67049462748,37.7284096314703,-122.158796598253
1,1,Weekday,Southbound,33,DOWNTOWN SAN LEANDRO SB,32.5479935083606,432.244698476293,464.792691984654,941.115151487718,37.7253963853107,-122.157923662111
1,1,Weekday,Southbound,34,SAN LEANDRO BART,.60370087428911,874.822023164295,875.425724038584,90.2958858684929,37.7216277722334,-122.160194352514
6,6,Weekday,Northbound,1,10TH ST & WASHINGTON ST,186.79799371758,.322184421073253,187.120178138653,189.356025495345,37.8024822010564,-122.274420589719
6,6,Weekday,Northbound,3,BROADWAY & 12TH ST,298.160806615949,28.4175106082096,326.578317224158,472.176370795028,37.8031606148867,-122.271821104086
6,6,Weekday,Northbound,4,BROADWAY & 15TH ST,243.497554583168,15.9406838310495,259.438238414218,703.947542659928,37.8050418335869,-122.270695761544
6,6,Weekday,Northbound,5,BROADWAY & 17TH ST,1.01996778897774,.0947562796064461,1.11472406858419,705.712921313773,37.8065116446727,-122.269708100199
6,6,Weekday,Northbound,6,UPTOWN TRANSIT CENTER,224.901817265444,25.7317854278705,250.633602693314,904.742019967661,37.8095354267112,-122.269338740675
6,6,Weekday,Northbound,7,TELEGRAPH AV & 24TH ST,132.538750573269,82.57151055,215.110261123269,955.830292759183,37.814097181248,-122.268372267127
6,6,Weekday,Northbound,8,TELEGRAPH AV & 27TH ST,81.0740373128102,37.6234093168519,118.697446629662,1002.35712655467,37.816552273296,-122.267790808374
6,6,Weekday,Northbound,9,TELEGRAPH AV & 30TH ST,90.7832033416244,67.5286892098122,158.311892551437,1034.57780505511,37.8197087600267,-122.266966842599
6,6,Weekday,Northbound,10,TELEGRAPH AV & 34TH ST,38.5125529150821,27.0895925398334,65.6021454549155,1045.66211694028,37.8226697195943,-122.266141160009
6,6,Weekday,Northbound,11,TELEGRAPH AV & 38TH ST,47.2774941684694,42.9555448695125,90.2330390379819,1050.33862643009,37.8268924091335,-122.264997725761
6,6,Weekday,Northbound,12,TELEGRAPH AV & 40TH ST,184.315678768968,75.3690732158609,259.684751984829,1160.3597441636,37.8294896877472,-122.264324709452
6,6,Weekday,Northbound,13,TELEGRAPH AV & 45TH ST,84.506489077411,155.854167841086,240.360656918497,1089.52777766734,37.8333237813639,-122.263287343569
6,6,Weekday,Northbound,14,TELEGRAPH AV & CLAREMONT AV,110.217656897572,171.373115042969,281.590771940541,1028.23034332345,37.8384480392222,-122.262063635119
6,6,Weekday,Northbound,15,TELEGRAPH AV & 55TH ST,24.0419109668695,27.0298431906693,51.0717541575388,1025.60302927334,37.8400515647188,-122.261826380864
6,6,Weekday,Northbound,16,TELEGRAPH AV & AILEEN ST,17.0018713111816,21.0116809655518,38.0135522767334,1022.3404970138,37.8416886738309,-122.26157901457
6,6,Weekday,Northbound,17,TELEGRAPH AV & 59TH ST.,30.9172311628654,37.9110907438064,68.8283219066719,1014.92894459473,37.8452873379175,-122.261104237988
6,6,Weekday,Northbound,18,TELEGRAPH AV & 62ND ST,28.6238779857988,28.7548074894459,57.3786854752447,1012.49004069095,37.8478822846428,-122.260733712569
6,6,Weekday,Northbound,19,TELEGRAPH AV & ALCATRAZ AV,51.8147507937681,60.5433187565045,112.358069550273,1003.78685097706,37.8504855285121,-122.260395640103
6,6,Weekday,Northbound,20,TELEGRAPH AV & PRINCE ST,47.4692651846272,27.2016820554873,74.6709472401145,1024.33188756424,37.8536282126393,-122.259951008677
6,6,Weekday,Northbound,21,TELEGRAPH AV & WEBSTER ST,48.5732118515432,29.8678470626248,78.441058914168,1043.32758828337,37.855102253688,-122.259737941633
6,6,Weekday,Northbound,22,TELEGRAPH AV & ASHBY AV,62.8057865632903,32.2688061433963,95.0745927066866,1073.61911250745,37.8560113829216,-122.259622093559
6,6,Weekday,Northbound,23,TELEGRAPH AV & RUSSELL ST,52.5249565263342,27.6206363085108,80.145592834845,1097.82535073005,37.8579440398269,-122.259360283644
6,6,Weekday,Northbound,24,TELEGRAPH AV & STUART ST,55.9922471992014,18.4866423097803,74.4788895089817,1135.57738918475,37.8599168854718,-122.259055435137
6,6,Weekday,Northbound,25,TELEGRAPH AV & DERBY ST,41.8210224931234,34.5195353823086,76.340557875432,1140.68276043118,37.8616248389267,-122.25884474855
6,6,Weekday,Northbound,26,TELEGRAPH AV & PARKER ST,101.39164001826,57.1109714591917,158.502611477451,1185.29485089627,37.8630785151744,-122.25864326248
6,6,Weekday,Northbound,27,TELEGRAPH AV & DWIGHT WAY,89.7227579178939,96.9987659860087,186.721523903903,1174.12502173179,37.8649817883532,-122.258405261273
6,6,Weekday,Northbound,28,TELEGRAPH AV & HASTE ST,57.5554052301843,138.699476347554,196.254881577738,1092.82340456018,37.8662883175903,-122.258665185143
6,6,Weekday,Northbound,29,BANCROFT WAY & TELEGRAPH AV,60.6103924108277,417.402561805355,478.012954216183,739.6421309834,37.8686410459312,-122.260214336352
6,6,Weekday,Northbound,30,BANCROFT WAY & DANA ST,23.5238278148971,76.4132898457523,99.9371176606494,689.474460884351,37.8684171635121,-122.262134508602
6,6,Weekday,Northbound,31,BANCROFT WAY & ELLSWORTH ST,9.53951411123668,62.7483861052896,72.2879002165263,636.345312060001,37.868160196532,-122.264097463442
6,6,Weekday,Northbound,32,ADDISON ST & OXFORD ST,0,607.498341550186,607.498341550186,35.7979375923223,37.871371263786,-122.266527056373
6,6,Weekday,Southbound,1,ADDISON ST & OXFORD ST,198.699830284068,0,198.699830284068,208.22614778501,37.8713599378974,-122.266686091629
6,6,Weekday,Southbound,2,SHATTUCK AV & ALLSTON WAY,421.727435414829,49.4857403276388,471.213175742468,605.237946017357,37.8695283966554,-122.268069639815
6,6,Weekday,Southbound,3,SHATTUCK AV & KITTREDGE ST,65.3207755392258,5.01814527,70.3389208092258,666.924874806889,37.8681947741103,-122.267977802547
6,6,Weekday,Southbound,4,DURANT AV & SHATTUCK AV,139.88501256683,17.0611740682807,156.94618663511,791.109027421648,37.866696515202,-122.267200663886
6,6,Weekday,Southbound,5,DURANT AV & ELLSWORTH ST,35.0327551795576,19.3737261366604,54.4064813162179,809.299441607738,37.8672083940859,-122.263218332986
6,6,Weekday,Southbound,6,DURANT AV & DANA ST,291.336828238539,104.436536753417,395.773364991956,996.753337659447,37.8674532206853,-122.261425820514
6,6,Weekday,Southbound,7,DANA ST & HASTE ST,70.7232237137729,55.1975517057374,125.92077541951,1013.48648908305,37.8658325168221,-122.260975843652
6,6,Weekday,Southbound,8,TELEGRAPH AV & DWIGHT WAY,175.21446624283,93.0757308032513,268.290197046082,1096.39256219573,37.864561903456,-122.258612131425
6,6,Weekday,Southbound,9,TELEGRAPH AV & PARKER ST,74.474378906912,69.6364663461964,144.110845253108,1101.10637895656,37.8629244151026,-122.258863064284
6,6,Weekday,Southbound,10,TELEGRAPH AV & DERBY ST,31.2709054676471,28.2060640297919,59.476969497439,1102.02896960231,37.8611670961946,-122.2591101833
6,6,Weekday,Southbound,11,TELEGRAPH AV & STUART ST,27.3412783032829,35.6545688097374,62.9958471130203,1092.24881580896,37.8597000741279,-122.259327419533
6,6,Weekday,Southbound,12,TELEGRAPH AV & RUSSELL ST,31.6837422165233,39.4778749841992,71.1616172007225,1079.25077461568,37.8577836830654,-122.259593636883
6,6,Weekday,Southbound,13,TELEGRAPH AV & ASHBY AV,33.1134317557673,53.374425872359,86.4878576281263,1059.72787459092,37.8564062158785,-122.25979061709
6,6,Weekday,Southbound,14,TELEGRAPH AV & WEBSTER ST,54.371167723522,94.3960433688824,148.767211092404,1021.78834187061,37.8553255223837,-122.259917543347
6,6,Weekday,Southbound,15,TELEGRAPH AV & ALCATRAZ AV,70.2469024359474,65.903167557206,136.150069993153,1026.71975495494,37.8503935646828,-122.260604086267
6,6,Weekday,Southbound,16,TELEGRAPH AV & 62ND ST,21.1096231541533,26.4061437685973,47.5157669227506,1021.77563355012,37.8480360173678,-122.260949760823
6,6,Weekday,Southbound,17,TELEGRAPH AV & 60TH ST,17.5619024067544,8.80979862867615,26.3717010354305,1031.29890733466,37.8465769332092,-122.261137940386
6,6,Weekday,Southbound,18,TELEGRAPH AV & 59TH ST,29.4287545809681,21.4713489663944,50.9001035473625,1038.83826200793,37.844756335818,-122.261399182212
6,6,Weekday,Southbound,19,TELEGRAPH AV & 58TH ST,12.2757321547181,6.42244551639483,18.6981776711129,1044.60511306344,37.8435120583799,-122.26157499138
6,6,Weekday,Southbound,20,TELEGRAPH AV & AILEEN ST,14.8113086183383,9.90029885478964,24.7116074731279,1048.69377327055,37.8419027325661,-122.261802278879
6,6,Weekday,Southbound,21,TELEGRAPH AV & 55TH ST,60.4498352022116,44.1863997885215,104.636234990733,1065.45945780457,37.8403686677533,-122.262011409585
6,6,Weekday,Southbound,23,TELEGRAPH AV & 51ST ST,148.176768915249,100.350929745494,248.527698660743,1116.04650011785,37.8369411128323,-122.262442293337
6,6,Weekday,Southbound,24,TELEGRAPH AV & 45TH ST,126.865890759638,66.1162898135213,192.98218057316,1174.58682536422,37.8332115948282,-122.263483174904
6,6,Weekday,Southbound,25,TELEGRAPH AV & 40TH ST,105.314091807927,166.587708256548,271.901800064475,1114.10208813044,37.8295016989341,-122.264438399293
6,6,Weekday,Southbound,26,TELEGRAPH AV & W MACARTHUR B,46.442042702593,53.81580931,100.257852012593,1105.51931799647,37.826141350048,-122.265371592283
6,6,Weekday,Southbound,27,TELEGRAPH AV & 34TH ST,37.4110278161874,44.2479880059691,81.6590158221564,1099.37277008507,37.8222771958358,-122.266418683356
6,6,Weekday,Southbound,28,TELEGRAPH AV & 30TH ST,73.2968683392733,88.8909314455354,162.187799784809,1081.63500017136,37.8188009209837,-122.267349244427
6,6,Weekday,Southbound,29,TELEGRAPH AV & 27TH ST,35.4355994038327,82.588348865303,118.023948269136,1037.27140206169,37.8158514551149,-122.268102576668
6,6,Weekday,Southbound,30,TELEGRAPH AV & 24TH ST,68.5016465012801,93.5086834206349,162.010329921915,1012.64295152558,37.8131997044792,-122.26868745322
6,6,Weekday,Southbound,31,UPTOWN TRANSIT CENTER,27.0075203460015,227.326040047594,254.333560393596,814.197297844017,37.8091615703939,-122.268780565056
6,6,Weekday,Southbound,32,BROADWAY & 17TH ST,12.8390266521867,107.112487774083,119.951514426269,719.351178672769,37.8063232122775,-122.269981846645
6,6,Weekday,Southbound,33,BROADWAY & 12TH ST,19.645218344223,381.578517523262,401.223735867485,359.24007212005,37.8031073864327,-122.272066008132
6,6,Weekday,Southbound,34,10TH ST & WASHINGTON ST,.0188679245283019,323.2012248035,323.220092728029,39.8052518214505,37.8023177817822,-122.274436059976
7,7,Weekday,Northbound,1,ALLSTON WAY & SHATTUCK AV,131.936959527401,0,131.936959527401,131.936959527401,37.8697046599558,-122.267625377812
7,7,Weekday,Northbound,2,SHATTUCK AV & UNIVERSITY AV,26.0059712346477,.833823529411765,26.8397947640595,155.937281835811,37.8724603303273,-122.268350592198
7,7,Weekday,Northbound,3,SHATTUCK AV & DELAWARE ST,7.84697802197802,1.31277472527473,9.15975274725275,163.181043956044,37.8752316467391,-122.268658944577
7,7,Weekday,Northbound,4,SHATTUCK AV & VIRGINIA ST,3.37774725274725,1.23392857142857,4.61167582417582,165.324862637363,37.8765066506211,-122.268783703834
